,year,artist,song,points
189,2011,Seether,Country Song,1703
190,2011,The Black Keys,Howlin' For You,1818
191,2011,Mumford & Sons,The Cave,2195
192,2011,AWOLNATION,Sail,2325
193,2011,Foo Fighters,Walk,2446
194,2011,Rise Against,Help Is On The Way,2455
195,2011,Sixx: A.M.,Lies Of The Beautiful People,2637
196,2011,Stone Sour,Say You'll Haunt Me,3011
197,2011,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,3025
198,2011,The Black Keys,Tighten Up,3070
199,2011,Linkin Park,Waiting For The End,3074
200,2011,Staind,Not Again,3143
201,2011,Papa Roach,Burn,3150
202,2011,Seether,Tonight,3227
203,2011,Bush,The Sound Of Winter,3253
204,2011,Avenged Sevenfold,So Far Away,3325
205,2011,Death Cab For Cutie,You Are A Tourist,3329
206,2011,Rise Against,Make It Stop (September's Children),3357
207,2011,Sick Puppies,Rip Tide,3372
208,2011,Mumford & Sons,Roll Away Your Stone,3429
209,2011,Incubus,Adolescents,3445
210,2011,The Airborne Toxic Event,Changing,3479
211,2011,Florence + The Machine,Dog Days Are Over,3502
212,2011,Mumford & Sons,Little Lion Man,3513
213,2011,Coldplay,Every Teardrop Is A Waterfall,3529
214,2011,Theory Of A Deadman,Lowlife,3563
215,2011,Blink-182,Up All Night,3565
216,2011,Sublime With Rome,Panic,3584
217,2011,Adele,Rolling In The Deep,3616
218,2011,Young The Giant,Cough Syrup,3652
219,2011,Evanescence,What You Want,3655
220,2011,Three Days Grace,Lost In You,3658
221,2011,Shinedown,Diamond Eyes (Boom-Lay Boom-Lay Boom),3670
222,2011,Adelitas Way,Sick,3685
223,2011,Alter Bridge,Ghost Of Days Gone By,3701
224,2011,Young The Giant,My Body,3703
225,2011,Disturbed,Warrior,3736
226,2011,Five Finger Death Punch,Under And Over It,3749
227,2011,Skillet,Awake And Alive,3758
228,2011,Incubus,"Promises, Promises",3779
229,2011,Korn Featuring Skrillex,Get Up!,3786
230,2011,Pop Evil,Monster You Made,3803
231,2011,Breaking Benjamin,Blow Me Away,3808
232,2011,Foster The People,Helena Beat,3834
233,2011,Hollywood Undead,Hear Me Now,3837
234,2011,Art Of Dying,Die Trying,3840
235,2011,The Naked And Famous,Young Blood,3855
236,2011,Stone Sour,Hesitate,3881
237,2011,Neon Trees,Animal,3882
238,2011,10 Years,Fix Me,3882
239,2011,The Joy Formidable,Whirring,3891
240,2011,The Head And The Heart,Lost In My Mind,3892
241,2011,Switchfoot,Dark Horses,3900
242,2011,311,Sunset In July,3921
243,2011,Coldplay,Paradise,3937
244,2011,Adele,Rumour Has It,3947
245,2011,Redlight King,Old Man,3948
246,2011,Middle Class Rut,New Low,3975
247,2011,Hinder,What Ya Gonna Do,3975
248,2011,Papa Roach,No Matter What,3989
249,2011,Pop Evil,Last Man Standing,4012
250,2011,Five Finger Death Punch,Far From Home,4021
251,2011,Avenged Sevenfold,Welcome To The Family,4031
252,2011,Jane's Addiction,Irresistible Force,4060
253,2011,All That Remains,The Last Time,4071
254,2011,Alter Bridge,Isolation,4076
255,2011,My Chemical Romance,Sing,4077
256,2011,Volbeat,Fallen,4103
257,2011,Nickelback,Bottoms Up,4106
258,2011,Social Distortion,Machine Gun Blues,4125
259,2011,Fitz And The Tantrums,Money Grabber,4134
260,2011,Chevelle,Face To The Floor,4163
261,2011,Adele,Someone Like You,4170
262,2011,Sixx: A.M.,This Is Gonna Hurt,4178
263,2011,All That Remains,Hold On,4187
264,2011,Grouplove,Colours,4213
265,2011,Kings Of Leon,Pyro,4221
266,2011,Cake,Long Time,4223
267,2011,3 Doors Down,When You're Young,4232
268,2011,The Decemberists,Down By The Water,4256
269,2011,Disturbed,The Animal,4261
270,2011,Muse,Undisclosed Desires,4277
271,2011,Avenged Sevenfold,Buried Alive,4301
272,2011,The Strokes,Under Cover Of Darkness,4323
273,2011,Three Days Grace,World So Cold,4331
274,2011,Beastie Boys,Make Some Noise,4332
275,2011,Black Stone Cherry,White Trash Millionaire,4333
276,2011,Amos Lee,Windows Are Rolled Down,4339
277,2011,Two Door Cinema Club,What You Know,4346
278,2011,Foo Fighters,These Days,4355
279,2011,Volbeat,A Warrior's Call,4357
280,2011,Theory Of A Deadman,Bitch Came Back,4379
281,2011,Linkin Park,Iridescent,4392
282,2011,Florence + The Machine,Shake It Out,4393
283,2011,A Day To Remember,All I Want,4431
284,2011,Skillet,It's Not Me It's You,4433
285,2011,Cage The Elephant,Around My Head,4433
286,2012,Imagine Dragons,It's Time,1560
287,2012,Grouplove,Tongue Tied,1622
288,2012,Of Monsters And Men,Little Talks,1767
289,2012,M83.,Midnight City,1909
290,2012,The Black Keys,Gold On The Ceiling,2049
291,2012,The Lumineers,Ho Hey,2078
292,2012,Foo Fighters,These Days,2097
293,2012,fun.,Some Nights,2099
294,2012,Gotye Featuring Kimbra,Somebody That I Used To Know,2151
295,2012,Alex Clare,Too Close,2341
296,2012,fun. Featuring Janelle Monae,We Are Young,2560
297,2012,The Black Keys,Lonely Boy,2783
298,2012,Linkin Park,Burn It Down,2899
299,2012,Passion Pit,Take A Walk,2944
300,2012,Neon Trees,Everybody Talks,2972
301,2012,Chevelle,Hats Off To The Bull,3068
302,2012,Shinedown,Bully,3110
303,2012,Soundgarden,Live To Rise,3274
304,2012,The Black Keys,Little Black Submarines,3295
305,2012,Mumford & Sons,I Will Wait,3358
306,2012,Chevelle,Face To The Floor,3376
307,2012,The Offspring,Days Go By,3428
308,2012,AWOLNATION,Kill Your Heroes,3440
309,2012,Muse,Madness,3572
310,2012,Shinedown,Unity,3588
311,2012,Three Days Grace,Chalk Outline,3618
312,2012,Seether,No Resolution,3641
313,2012,Red Hot Chili Peppers,Look Around,3653
314,2012,Silversun Pickups,Bloody Mary (Nerve Endings),3675
315,2012,Foster The People,Don't Stop (Color On The Walls),3690
316,2012,Volbeat,Still Counting,3692
317,2012,Slash Featuring Myles Kennedy And The Conspirators,You're A Lie,3695
318,2012,Coldplay,Paradise,3703
319,2012,Adelitas Way,Criticize,3717
320,2012,Ed Sheeran,The A Team,3721
321,2012,Godsmack,Rocky Mountain Way,3725
322,2012,Five Finger Death Punch,Coming Down,3737
323,2012,Rise Against,Satellite,3767
324,2012,Bush,The Sound Of Winter,3768
325,2012,Foo Fighters,Walk,3775
326,2012,The Shins,Simple Song,3777
327,2012,P.O.D.,Lost In Forever (Scream),3784
328,2012,Halestorm,Love Bites (So Do I),3799
329,2012,The Dirty Heads,Spread Too Thin,3804
330,2012,Halestorm,I Miss The Misery,3832
331,2012,Green Day,Oh Love,3834
332,2012,Linkin Park,Lost In The Echo,3866
333,2012,WALK THE MOON,Anna Sun,3878
334,2012,Theory Of A Deadman,Hurricane,3883
335,2012,The Killers,Runaways,3890
336,2012,Alabama Shakes,Hold On,3895
337,2012,Redlight King,Bullet In My Hand,3895
338,2012,AWOLNATION,Not Your Fault,3897
339,2012,Nickelback,This Means War,3901
340,2012,Five Finger Death Punch,Remember Everything,3905
341,2012,Staind,Eyes Wide Open,3925
342,2012,Florence + The Machine,"No Light, No Light",3925
343,2012,Black Stone Cherry,In My Blood,3957
344,2012,Phillip Phillips,Home,3960
345,2012,Pop Evil,Boss's Daughter,3961
346,2012,Youngblood Hawke,We Come Running,3963
347,2012,Atlas Genius,Trojans,3996
348,2012,Young The Giant,Cough Syrup,4013
349,2012,Foxy Shazam,I Like It,4042
350,2012,All That Remains,The Waiting One,4053
351,2012,The Gaslight Anthem,45,4098
352,2012,Foo Fighters,Bridge Burning,4101
353,2012,Staind,Now,4108
354,2012,Imagine Dragons,Radioactive,4110
355,2012,Coldplay,Charlie Brown,4136
356,2012,Jack White,Love Interruption,4173
357,2012,Of Monsters And Men,Mountain Sound,4195
358,2012,Mumford & Sons,Babel,4199
359,2012,Rise Against,Wait For Me,4201
360,2012,Volbeat,A Warrior's Call,4214
361,2012,Stone Sour,Absolute Zero,4222
362,2012,Bush,Baby Come Home,4222
363,2012,Switchfoot,Afterlife,4224
364,2012,The Lumineers,Stubborn Love,4242
365,2012,Florence + The Machine,Shake It Out,4262
366,2012,Adele,Set Fire To The Rain,4280
367,2012,Mumford & Sons,Whispers In The Dark,4292
368,2012,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,4294
369,2012,Imagine Dragons,Demons,4299
370,2012,Train,Drive By,4305
371,2012,Red Hot Chili Peppers,Monarchy Of Roses,4326
372,2012,Mayer Hawthorne,The Walk,4330
373,2012,Seether,Here And Now,4335
374,2012,Papa Roach,Still Swinging,4352
375,2012,Mumford & Sons,Holland Road,4356
376,2012,Mumford & Sons,Lover Of The Light,4360
377,2012,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,4360
378,2012,Seether,Tonight,4364
379,2012,Imagine Dragons,On Top Of The World,4368
380,2012,fun.,Carry On,4369
381,2012,Soundgarden,Been Away Too Long,4370
382,2012,Dead Sara,Weatherman,4383
383,2012,The Lumineers,Flowers In Your Hair,4392
384,2012,Dave Matthews Band,Mercy,4394
385,2012,Metric,Youth Without Youth,4413
386,2013,Imagine Dragons,Radioactive,174
387,2013,Imagine Dragons,Demons,507
388,2013,AWOLNATION,Sail,703
389,2013,Capital Cities,Safe And Sound,929
390,2013,Phillip Phillips,"Gone, Gone, Gone",1071
391,2013,The Lumineers,Ho Hey,1105
392,2013,The Neighbourhood,Sweater Weather,1126
393,2013,Passenger,Let Her Go,2001
394,2013,Of Monsters And Men,Mountain Sound,2079
395,2013,Imagine Dragons,It's Time,2223
396,2013,Paramore,Still Into You,2227
397,2013,Fitz And The Tantrums,Out Of My League,2407
398,2013,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2463
399,2013,Lorde,Royals,2477
400,2013,Ed Sheeran,Lego House,2556
401,2013,Lana Del Rey,Young And Beautiful,2565
402,2013,Bastille,Pompeii,2591
403,2013,The Lumineers,Stubborn Love,2821
404,2013,Imagine Dragons,On Top Of The World,2874
405,2013,New Politics,Harlem,2965
406,2013,fun.,Carry On,3006
407,2013,Walk Off The Earth,Red Hands,3197
408,2013,Of Monsters And Men,Little Talks,3267
409,2013,Mumford & Sons,I Will Wait,3332
410,2013,Lorde,Tennis Court,3387
411,2013,Panic! At The Disco Featuring Lolo,Miss Jackson,3450
412,2013,alt-J,Breezeblocks,3488
413,2013,Avenged Sevenfold,Hail To The King,3507
414,2013,Muse,Madness,3524
415,2013,fun.,Some Nights,3567
416,2013,Grouplove,Ways To Go,3720
417,2013,Cage The Elephant,Come A Little Closer,3768
418,2013,Phillip Phillips,Home,3821
419,2013,Vampire Weekend,Diane Young,3825
420,2013,Arctic Monkeys,Do I Wanna Know?,3845
421,2013,Building 429,We Won't Be Shaken,3855
422,2013,Ed Sheeran,The A Team,3861
423,2013,Shinedown,I'll Follow You,3871
424,2013,Fall Out Boy,Alone Together,3878
425,2013,Passion Pit,Carried Away,3885
426,2013,Thirty Seconds To Mars,Up In The Air,3904
427,2013,MS MR,Hurricane,3908
428,2013,Five Finger Death Punch Featuring Rob Halford,Lift Me Up,3918
429,2013,Lorde,Team,3920
430,2013,Tegan And Sara,Closer,3935
431,2013,Imagine Dragons,Bleeding Out,3940
432,2013,Ed Sheeran,Give Me Love,3961
433,2013,Mumford & Sons,Lover Of The Light,3987
434,2013,John Mayer Featuring Katy Perry,Who You Love,3989
435,2013,Alex Clare,Too Close,3994
436,2013,The Mowgli's,San Francisco,4006
437,2013,Goo Goo Dolls,Rebel Beat,4008
438,2013,Fall Out Boy,The Phoenix,4037
439,2013,Passion Pit,Take A Walk,4057
440,2013,Three Days Grace,The High Road,4067
441,2013,Lana Del Rey vs. Cedric Gervais,Summertime Sadness,4104
442,2013,Serena Ryder,Stompa,4105
443,2013,Empire Of The Sun,Alive,4126
444,2013,Imagine Dragons,Tiptoe,4127
445,2013,Family Of The Year,Hero,4130
446,2013,Black Veil Brides,In The End,4132
447,2013,Linkin Park,Castle Of Glass,4133
448,2013,Pearl Jam,Sirens,4137
449,2013,Muse,Panic Station,4138
450,2013,American Authors,Best Day Of My Life,4150
451,2013,Korn,Never Never,4157
452,2013,Linkin Park X Steve Aoki,A Light That Never Comes,4172
453,2013,Atlas Genius,Trojans,4194
454,2013,Lorde,The Love Club,4204
455,2013,Of Monsters And Men,King & Lionheart,4221
456,2013,Bon Jovi,Because We Can,4225
457,2013,Nine Inch Nails,Came Back Haunted,4234
458,2013,Volbeat,Heaven Nor Hell,4246
459,2013,Ed Sheeran,Kiss Me,4250
460,2013,Kings Of Leon,Supersoaker,4280
461,2013,Tame Impala,Elephant,4281
462,2013,The Neighbourhood,Afraid,4288
463,2013,Phoenix,Entertainment,4295
464,2013,twenty one pilots,Holding On To You,4303
465,2013,Volbeat,The Hangman's Body Count,4317
466,2013,The Civil Wars,The One That Got Away,4322
467,2013,Arcade Fire,Reflektor,4336
468,2013,Coldplay,Atlas,4344
469,2013,The Black Keys,Little Black Submarines,4364
470,2013,Lorde,400 Lux,4365
471,2013,Of Monsters And Men,Dirty Paws,4398
472,2013,Paramore,Now,4411
473,2013,The Killers,Shot At The Night,4415
474,2013,Lorde,Glory And Gore,4421
475,2013,The 1975,Chocolate,4426
476,2013,Lorde,Buzzcut Season,4441
477,2013,Goo Goo Dolls,Come To Me,4445
478,2013,Lorde,Ribs,4453
479,2013,Pearl Jam,Mind Your Manners,4463
480,2013,Grace Potter & The Nocturnals,Stars,4487
481,2013,Panic! At The Disco,This Is Gospel,4508
482,2013,Atlas Genius,If So,4513
483,2013,Avenged Sevenfold,Carry On,4532
484,2013,The Fray,Love Don't Die,4541
485,2013,Pop Evil,Trenches,4557
486,2014,Bastille,Pompeii,1124
487,2014,Paramore,Ain't It Fun,1415
488,2014,Vance Joy,Riptide,1449
489,2014,KONGOS,Come With Me Now,1465
490,2014,American Authors,Best Day Of My Life,1607
491,2014,Lorde,Team,1688
492,2014,Coldplay,A Sky Full Of Stars,1963
493,2014,Hozier,Take Me To Church,2286
494,2014,Milky Chance,Stolen Dance,2628
495,2014,Coldplay,Magic,2948
496,2014,Neon Trees,Sleeping With A Friend,2991
497,2014,The Black Keys,Fever,3021
498,2014,Lorde,Royals,3044
499,2014,Fitz And The Tantrums,The Walker,3067
500,2014,Big Data Featuring Joywave,Dangerous,3069
501,2014,Arctic Monkeys,Why'd You Only Call Me When You're High?,3081
502,2014,Bleachers,I Wanna Get Better,3133
503,2014,alt-J,Left Hand Free,3195
504,2014,The Pretty Reckless,Heaven Knows,3233
505,2014,Bastille,Bad Blood,3234
506,2014,Imagine Dragons,On Top Of The World,3247
507,2014,Passenger,Let Her Go,3296
508,2014,Dirty Heads,My Sweet Summer,3296
509,2014,O.A.R.,Peace,3387
510,2014,Ingrid Michaelson,Girls Chase Boys,3421
511,2014,Imagine Dragons,Demons,3430
512,2014,Imagine Dragons,Radioactive,3566
513,2014,Tove Lo,Habits (Stay High),3604
514,2014,NEEDTOBREATHE,Multiplied,3641
515,2014,Lorde,Tennis Court,3659
516,2014,Seether,Words As Weapons,3692
517,2014,George Ezra,Budapest,3694
518,2014,Bastille,Flaws,3716
519,2014,Jamie N Commons & X Ambassadors,Jungle,3716
520,2014,Weezer,Back To The Shack,3727
521,2014,Arctic Monkeys,Do I Wanna Know?,3731
522,2014,Foster The People,Coming Of Age,3733
523,2014,Phantogram,Fall In Love,3750
524,2014,Fall Out Boy,Centuries,3770
525,2014,Birdy,Skinny Love,3781
526,2014,Five Finger Death Punch,Wrong Side Of Heaven,3805
527,2014,Slipknot,The Devil In I,3867
528,2014,Lorde,Glory And Gore,3870
529,2014,American Authors,Believer,3870
530,2014,Bad Suns,Cardiac Arrest,3895
531,2014,Kodaline,All I Want,3899
532,2014,Three Days Grace,Painkiller,3923
533,2014,WALK THE MOON,Shut Up And Dance,3928
534,2014,Cherub,Doses & Mimosas,3934
535,2014,Rise Against,I Don't Want To Be Here Anymore,3936
536,2014,alt-J,Every Other Freckle,3937
537,2014,The 1975,Girls,3962
538,2014,Five Finger Death Punch,House Of The Rising Sun,3997
539,2014,Jack White,Lazaretto,4019
540,2014,Linkin Park Featuring Rakim,Guilty All The Same,4026
541,2014,NONONO,Pumpin Blood,4028
542,2014,The Fray,Love Don't Die,4037
543,2014,Hozier,Work Song,4070
544,2014,Wild Cub,Thunder Clatter,4072
545,2014,Hozier,From Eden,4080
546,2014,Imagine Dragons,Warriors,4082
547,2014,Chevelle,Take Out The Gunman,4088
548,2014,Pop Evil,Torn To Pieces,4094
549,2014,MisterWives,Reflections,4102
550,2014,Young The Giant,It's About Time,4104
551,2014,Linkin Park,Until It's Gone,4119
552,2014,Cage The Elephant,Cigarette Daydreams,4125
553,2014,twenty one pilots,Car Radio,4136
554,2014,Starset,My Demons,4139
555,2014,HAIM,Forever,4140
556,2014,Lorde,Yellow Flicker Beat,4140
557,2014,Avenged Sevenfold,Shepherd Of Fire,4157
558,2014,The Black Keys,Gotta Get Away,4165
559,2014,Arctic Monkeys,R U Mine?,4166
560,2014,Vampire Weekend,Unbelievers,4169
561,2014,The 1975,Chocolate,4228
562,2014,Lorde,Everybody Wants To Rule The World,4233
563,2014,AWOLNATION,Sail,4241
564,2014,KONGOS,I'm Only Joking,4256
565,2014,Avenged Sevenfold,This Means War,4262
566,2014,Nickelback,Edge Of A Revolution,4316
567,2014,Nothing More,Ballast,4319
568,2014,Cage The Elephant,Come A Little Closer,4331
569,2014,Godsmack,1000hp,4336
570,2014,Vance Joy,Mess Is Mine,4341
571,2014,Foo Fighters,Something From Nothing,4348
572,2014,Birdy,Not About Angels,4361
573,2014,alt-J,Hunger Of The Pine,4361
574,2014,The Neighbourhood,Afraid,4367
575,2014,Bear Hands,Giants,4367
576,2014,Hozier,Like Real People Do,4370
577,2014,Nickelback,What Are You Waiting For?,4371
578,2014,Young The Giant,Mind Over Matter,4381
579,2014,Soko,We Might Be Dead By Tomorrow,4391
580,2014,The Neighbourhood,Sweater Weather,4404
581,2014,Fall Out Boy,Immortals,4405
582,2014,Capital Cities,Safe And Sound,4422
583,2014,Three Days Grace,I Am Machine,4455
584,2014,Fences Featuring Macklemore,Arrows,4461
585,2014,Fitz And The Tantrums,Fools Gold,4469
586,2015,WALK THE MOON,Shut Up And Dance,133
587,2015,Fall Out Boy,Uma Thurman,595
588,2015,Fall Out Boy,Centuries,1082
589,2015,X Ambassadors,Renegades,1548
590,2015,Elle King,Ex's & Oh's,1664
591,2015,Hozier,Someone New,2011
592,2015,Andrew McMahon In The Wilderness,Cecilia And The Satellite,2066
593,2015,George Ezra,Budapest,2104
594,2015,twenty one pilots,Stressed Out,2110
595,2015,Hozier,Take Me To Church,2289
596,2015,Imagine Dragons,Shots,2662
597,2015,Cold War Kids,First,2706
598,2015,Fall Out Boy,Irresistible,2829
599,2015,Mumford & Sons,Believe,2893
600,2015,twenty one pilots,Tear In My Heart,2899
601,2015,NEEDTOBREATHE Featuring Gavin DeGraw,Brother,2906
602,2015,James Bay,Hold Back The River,3049
603,2015,James Bay,Let It Go,3081
604,2015,Mumford & Sons,The Wolf,3100
